legal_company_name,user_input,label
BANCO BRADESCO S.A. - BRADESCO AG TAQUARAL,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO AG. JOAO PINHEIRO, MG",BRADESCO AG. JOAO,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO JOAO, PE",BRADESCO AG. JOAO,1
BANCO BRADESCO S.A. - BRADESCO AG. TRES RIOS - CENTRO EST UNIF,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPCLINICA ARACAJU,HAP CLINIC,0
HAPVIDA ASSISTENCIA MEDICA S.A. - CLINICA CENTRO,HAP CLINIC,1
BANCO BRADESCO S.A. - BRADESCO AG CONCHAL,BRADESCO CON,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CON,1
"BANCO BRADESCO S.A. - BRADESCO PA MONSENHOR TABOSA, CE",BRADECO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ESPIRITO SANTO, RN",BRADECO,1
BANCO BRADESCO S.A. - BRADESCO AG PONTE RASA EST UNIF,BRADESCO AG PONTE RAS,0
"BANCO BRADESCO S.A. - BRADESCO PA PONTE SERRADA, SC",BRADESCO AG PONTE RAS,1
BANCO BRADESCO S.A. - BRADESCO AG. LINHARES EST UNIF,BRADESCO AG. LINA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG. LINA,1
"BANCO BRADESCO S.A. - BRADESCO PA ALAGOINHA, PB",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - PRONTO ATENDIMENTO E HAPCLINICA CAJAZEIRAS,HAPCLINICA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPCLINICA METROPOLITANA,HAPCLINICA,1
"BANCO BRADESCO S.A. - BRADESCO PAA ERERE, CE",BRADESCO SE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SE,1
"BANCO BRADESCO S.A. - BRADESCO PAA BRAUNAS, MG",BRADESCO BANCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO BANCO,1
"BANCO BRADESCO S.A. - BRADESCO TOP TIER - BELO HORIZONTE, MG",BRADESCO TOP TIER,0
"BANCO BRADESCO S.A. - BRADESCO TOP TIER - RIO DE JANEIRO, RJ",BRADESCO TOP TIER,1
BANCO BRADESCO S.A. - BRADESCO AG MAMANGUAPE EST UNIF,BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - DIAGNOSTICO RUI BARBOSA,HAPBIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPBIDA,1
"BANCO BRADESCO S.A. - BRADESCO - PA. - LONTRAS, SC",BCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA, SAO FRANCISCO DO SUL - URB. CENTRO, SC",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA NOSSA SENHORA DAPAZ,MITRA SAO PAULO,0
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SAO JOSE,MITRA SAO PAULO,1
"BANCO BRADESCO S.A. - BRADESCO PA WALDEMAR ALCANTARA - URB. FORTALEZA, CE",BRADESCO SE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SE,1
"BANCO BRADESCO S.A. - BRADESCO PA, ITAETE, BA",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO PA PEROLANDIA, GO",BRADESCO P GO,0
"BANCO BRADESCO S.A. - BRADESCO PA ABADIA DE GOIAS, GO",BRADESCO P GO,1
"BANCO BRADESCO S.A. - BRADESCO PAA SAMPAIO, TO",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
BANCO BRADESCO S.A. - BRADESCO AG RECIFE EST UNIF,BCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA - AVENIDA DOS ESPORTES - URB. VALINHOS, SP",BRADESCO PA BALINHOS,0
"BANCO BRADESCO S.A. - BRADESCO PA JABORANDI, SP",BRADESCO PA BALINHOS,1
"BANCO BRADESCO S.A. - AG. CORPORATE RECIFE, PE",BRADESCO AG,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG,1
"BANCO BRADESCO S.A. - BRADESCO PA - URUPES, SP",BRADESCO SP,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SP,1
"VESTE S.A. ESTILO - JOHN,JOHN DENIM",JOHN JOHN,0
VESTE S.A. ESTILO - JOHN JOHN,JOHN JOHN,1
MITRA DIOCESANA DE CAMPO LIMPO - PAROQUIA SAO FRANCISCO DE ASSIS E SANTO ESTEVAO,PAROQUIA S FRANCISCO,0
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SAO FRANCISCO DEASSIS,PAROQUIA S FRANCISCO,1
BANCO BRADESCO S.A. - BRADESCO AG. VILA CLEMENTINO EST UNIF,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA SAO JOAO BATISTA, MA",BRADESCO MA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO MA,1
"BANCO BRADESCO S.A. - BRADESCO PAA LAGOA GRANDE DO MARANHAO, MA",BCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA JATI, CE",BCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA MANARI, PE",BRADESCO PAA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAA,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS MARILIA - URB. MARILIA, SP",BRADESCO AJENSIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AJENSIA,1
BANCO BRADESCO S.A. - BRADESCO AG. DUQUE DE CAXIAS - CENTRO EST UNIF,BRADESCO SENTRO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SENTRO,1
BANCO BRADESCO S.A. - AG SAO JOAQUIM,BCO JOAKIM,0
GBOEX-GREMIO BENEFICENTE - GBOEX ESCRITORIO,BCO JOAKIM,1
BEM LOCACOES E EMPREENDIMENTOS LTDA - BEM LOCACOES E EMPREENDIMENTOS,LOCACOES E ENPREENDIMENTOS,0
PLATS SOLUCAO EM LOCACAO LTDA - PLATS SOLUCAO EM LOCACAO LTDA,LOCACOES E ENPREENDIMENTOS,1
"BANCO BRADESCO S.A. - BRADESCO PAA APARECIDA DO RIO DOCE, GO",BRADESCO APARECIDA,0
BANCO BRADESCO S.A. - BRADESCO AG APARECIDA DO TABOADO,BRADESCO APARECIDA,1
"BANCO BRADESCO S.A. - BRADESCO PA PEDRAS DE FOGO, PB",BRADESCO PEDRAS,0
"BANCO BRADESCO S.A. - BRADESCO PA PEDRA, PE",BRADESCO PEDRAS,1
BANCO BRADESCO S.A. - BRADESCO AG. PRACA GENERAL VALADAO EST UNIF,BRADECO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ESPIRITO SANTO, RN",BRADECO,1
"BANCO BRADESCO S.A. - PA - PLATAFORMA PRIME DIGITAL FORTALEZA, CE",BRADESCO FORTALEZA SE,0
"BANCO BRADESCO S.A. - BRADESCO PA FORTALEZA DE MINAS, MG",BRADESCO FORTALEZA SE,1
BANCO BRADESCO S.A. - AG ITATINGA,BRADESCO A.G.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO A.G.,1
BANCO BRADESCO S.A. - BRADESCO AG. BARBACENA,BRADESCO B,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO B,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS TATUAPE I - URB. SAO PAULO, SP",BRADESCO SAO PAULO,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO SAO PAULO,1
"BANCO BRADESCO S.A. - BRADESCO PA BAMBUI, MG",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPCLINICA EPAMINHONDAS,HAP CLIN,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPCLINICA HERMES FONTES,HAP CLIN,1
"BANCO BRADESCO S.A. - BRADESCO PA IBIRA, SP",BRADESCO PA IB,0
"BANCO BRADESCO S.A. - BRADESCO PA BELEM, AL",BRADESCO PA IB,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS GUARULHOS II - URB. GUARULHOS, SP",BRADESCO AGENCIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AGENCIA,1
"BANCO BRADESCO S.A. - BRADESCO PAA NAZARE, TO",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. ALVORADA,BRADESCO ALV,0
"BANCO BRADESCO S.A. - BRADESCO PA BELEM, AL",BRADESCO ALV,1
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SANTA BERNADETE,PAROQUIA BERN,0
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SAO FRANCISCO DE PAULO E SAO BENEDITO,PAROQUIA BERN,1
BANCO BRADESCO S.A. - BRADESCO AG. CRATO - CENTRO EST UNIF,BRADESCO AG. CRATO SENTRO,0
BANCO BRADESCO S.A. - BRADESCO AG JUINA,BRADESCO AG. CRATO SENTRO,1
"BANCO BRADESCO S.A. - BRADESCO PA - AGUAS DE SAO PEDRO, SP",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA - AVENIDA LIBERDADE - URB. VIAMAO, RS",BRADESCO AVENIDA,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME AVENIDA DAS AMERICAS,BRADESCO AVENIDA,1
"BANCO BRADESCO S.A. - BRADESCO PA JARDIM PAULISTANO - URB. SAO PAULO, SP",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA MATRIZ DE CAMARAGIBE, AL",BRADESCO AL,0
"BANCO BRADESCO S.A. - BRADESCO PA BELEM, AL",BRADESCO AL,1
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SAO JANUARIO,SAO J PAROQUIA,0
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SAO JOSE,SAO J PAROQUIA,1
BANCO BRADESCO S.A. - BRADESCO AG ALMENARA,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA PORTO GRANDE, AP",BRADECO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ESPIRITO SANTO, RN",BRADECO,1
COOPERATIVA DE CREDITO UNICRED VALE LTDA UNICRED VALE - PAC BELEM,PAC,0
PETLAND MARAPE LTDA - PETLAND MARAPE SANTOS,PAC,1
"BANCO BRADESCO S.A. - BRADESCO PA NEOPOLIS, SE",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
EXAL - ADMINISTRACAO DE RESTAURANTES EMPRESARIAIS E FACILITIES LTDA - EXAL - ADMINISTRACAO DE RESTAURANTES EMPRESARIAIS LTDA,EXAL RESTAURANTE E FACILITIES,0
EXAL - ADMINISTRACAO DE RESTAURANTES EMPRESARIAIS E FACILITIES LTDA - EXAL ADMINISTRACAO DE RESTAURANTES EMPRESARIAIS LTDA,EXAL RESTAURANTE E FACILITIES,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME FLORIANOPOLIS,BRADESCO PRIME,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME PIRACICABA,BRADESCO PRIME,1
"BANCO BRADESCO S.A. - BRADESCO AG. BEBERIBE, CE",BRADESCO CE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CE,1
"BANCO BRADESCO S.A. - BRADESCO PA LIMA E SILVA - URB. SALVADOR, BA",BRADESCO SILVA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SILVA,1
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SAO DOMINGOS SAVIO,MITRA ARQUIDIOCESANA,0
MITRA ARQUIDIOCESANA DE SAO PAULO - CURIA METROPOLITANA DE SAO PAULO,MITRA ARQUIDIOCESANA,1
"BANCO BRADESCO S.A. - BRADESCO PAA BURITIRANA, MA",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME NOVA CENTRAL EST UNIF,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME IPIRANGA EST UNIF,BRADESCO PRIME,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME PIRACICABA,BRADESCO PRIME,1
"BANCO BRADESCO S.A. - BRADESCO PAA BUGRE, MG",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
BANCO BRADESCO S.A. - PLATAFORMA OPERACIONAL PJ CORPORATE E EMPRESAS SALVADOR,BANCO DE ENPRESAS,0
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS BARRA II - URB. RIO DE JANEIRO, RJ",BANCO DE ENPRESAS,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS CAMPO LIMPO II - URB. SAO PAULO, SP",BRADESCO AJENSIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AJENSIA,1
"BANCO BRADESCO S.A. - BRADESCO PA PORTO XAVIER, RS",BRADESCO PORTO,0
"BANCO BRADESCO S.A. - BRADESCO PA PORTO GRANDE, AP",BRADESCO PORTO,1
BANCO BRADESCO S.A. - BRADESCO AG TAQUARA,BRADESCO TAQUA,0
BANCO BRADESCO S.A. - BRADESCO AG TAQUARAL,BRADESCO TAQUA,1
BANCO BRADESCO S.A. - BRADESCO AG SANTO ANTONIO DE PADUA,BRADESCO S.A.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO S.A.,1
"BANCO BRADESCO S.A. - AG CORPORATE BELO HORIZONTE, MG",BRADESCO BELO HORIZONTE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO BELO HORIZONTE,1
BANCO BRADESCO S.A. - BRADESCO AG. VOTUPORANGA - SP EST UNIF,BRADESCO UNIF,0
BANCO BRADESCO S.A. - BRADESCO EST UNIF,BRADESCO UNIF,1
HAPVIDA ASSISTENCIA MEDICA S.A. - DIAGNOSTICO BARRO PRETO,HAPBIDA MEDICA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPBIDA MEDICA,1
"BANCO BRADESCO S.A. - BRADESCO AG. IGUAI, BA EST UNIF",BRADESCO AJENSIA IGUAI,0
BANCO BRADESCO S.A. - BRADESCO AG. APUI,BRADESCO AJENSIA IGUAI,1
"BANCO BRADESCO S.A. - BRADESCO PA - VILA BELMIRO - URB. SANTOS, SP",BRADESCO PA SANTOS,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PA SANTOS,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME - BACACHERI,BRADESCO BACAXERI AJENSIA,0
"BANCO BRADESCO S.A. - BRADESCO AG. ANGICAL, BA",BRADESCO BACAXERI AJENSIA,1
"BANCO BRADESCO S.A. - BRADESCO PA RUA DIAMANTE - URB. CONTAGEM, MG",BRADESCO PA RUA,0
BANCO BRADESCO S.A. - BRADESCO AG. RUA DIAS DA CRUZ,BRADESCO PA RUA,1
"BANCO BRADESCO S.A. - BRADESCO PA PERITORO, MA",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
BANCO BRADESCO S.A. - BRADESCO AG PRESIDENTE VENCESLAU,BRADESCO AG P BENSESLAU,0
"BANCO BRADESCO S.A. - BRADESCO PAA APUIARES, CE",BRADESCO AG P BENSESLAU,1
BANCO BRADESCO S.A. - BRADESCO AG. AVENIDA JK EST UNIF,BRADESCO AG,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG,1
BANCO BRADESCO S.A. - BRADESCO AG. UBERABA EST UNIF,BRADESCO AJENSIA UBERABA,0
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS UBERABA - UBERABA, MG",BRADESCO AJENSIA UBERABA,1
"BANCO BRADESCO S.A. - BRADESCO PAA PALMEIRAIS, PI",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
CONDOMINIO EDIFICIO ALVORADA - ALVORADA,ALBORAD,0
"BANCO BRADESCO S.A. - BRADESCO AG. ARARUNA, PR",ALBORAD,1
BANCO BRADESCO S.A. - BRADESCO AG BOTAFOGO EST UNIF,BRADESCO AG BOTAFOGO EST,0
BANCO BRADESCO S.A. - BRADESCO AG FLAMENGO,BRADESCO AG BOTAFOGO EST,1
"BANCO BRADESCO S.A. - BRADESCO PA FLORESTA AZUL, BA",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO AG. BERURI, AM",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO NEXT XV,BRADESCO NXT,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME AVENIDA DAS AMERICAS,BRADESCO NXT,1
BANCO BRADESCO S.A. - BRADESCO AG. BOA VISTA - CENTRO EST UNIF,BRADESCO BOA BISTA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO BOA BISTA,1
"BANCO BRADESCO S.A. - BRADESCO AG. PENTECOSTE, CE",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA LUIZ ALVES, SC",BRADESCO ALB,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO ALB,1
DB3 SERVICOS DE TELECOMUNICACOES S.A - DB3 SERVICOS DE TELECOMUNICACOES LTDA,DB TELECOM,0
DB3 SERVICOS DE TELECOMUNICACOES S.A - DB3 TELECOM,DB TELECOM,1
HAPVIDA ASSISTENCIA MEDICA S.A. - COLETA E VIDA IMAGEM CENTRO SAO JOSE DOS CAMPOS,SAO JOSE IMAG,0
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SAO JOSE,SAO JOSE IMAG,1
BANCO BRADESCO S.A. - BRADESCO PA UTINGA - URB.SANTO ANDRE SP,BRADESCO PAUTINGA SP,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAUTINGA SP,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME CUIABA,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG CACAPAVVA EST UNIF,BRADESCO CACAPAVVA,0
BANCO BRADESCO S.A. - BRADESCO AG CACAPAVA DO SUL,BRADESCO CACAPAVVA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - CLINICA TERESINA,HAP VIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - VIDA & IMAGEM PAULISTA,HAP VIDA,1
"BANCO BRADESCO S.A. - BRADESCO PA IBICARE, SC",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA GRAVATAL, SC",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO AG. NOVO ORIENTE, CE",BRADESCO CE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CE,1
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPCLINICA GARIBALDI,HAP CLINIC GARIBALDI,0
HAPVIDA ASSISTENCIA MEDICA S.A. - CLINICA GARIBALDI,HAP CLINIC GARIBALDI,1
HAPVIDA ASSISTENCIA MEDICA S.A. - MEDICINA PREVENTIVA OLDEMBURGO PARANHOS,MEDISINA PREBENTIVA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - MEDICINA PREVENTIVA ISAAC NEWTON,MEDISINA PREBENTIVA,1
"BANCO BRADESCO S.A. - BRADESCO AG. SAO JOSE DA TAPERA, AL",BRADESCO AG. SAO JOSE,0
"BANCO BRADESCO S.A. - BRADESCO DIGITAL SAO JOSE DOS CAMPOS, SP",BRADESCO AG. SAO JOSE,1
VIROTTE SERVICO DE EVENTOS LTDA - VIROTTE EVENTOS,BIRETTE,0
ASSOCIACAO BRASILEIRA DE EDUCACAO E CULTURA -ABEC - ESCOLA CHAMPAGNAT UNIDADE BIRIGUI,BIRETTE,1
"BANCO BRADESCO S.A. - BRADESCO PA SAO JUDAS - URB. SAO PAULO, SP",BRADESCO PA SAO,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA SAO,1
"BANCO BRADESCO S.A. - BRADESCO AG. PITANGA, PR",BRADESCO PR,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PR,1
"BANCO BRADESCO S.A. - BRADESCO PA TEJUCUOCA, CE",BRADESCO CE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CE,1
"BANCO BRADESCO S.A. - BRADESCO PA HUMBERTO DE CAMPOS, MA",BRADESCO CANPOS,0
BANCO BRADESCO S.A. - BRADESCO PCM BTC CAMPINAS,BRADESCO CANPOS,1
A.P.M. DA EMEF PROF. ALZIRA DE FREITAS CASSEB - A P M,A P M CASEB,0
SICOOB CRED COPERCANA COOPERATIVA DE CREDITO - SICOOB CRED COPERCANA,A P M CASEB,1
"BANCO BRADESCO S.A. - BRADESCO PA - UNA, BA",BRADESCO BAHIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO BAHIA,1
"BANCO BRADESCO S.A. - BRADESCO PA SAO JOAO, PE",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA BARRO ALTO, BA",BRADESCO S.A.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO S.A.,1
"BANCO BRADESCO S.A. - BRADESCO PA BRUMADINHO, MG",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. VOLTA REDONDA - CENTRO EST UNIF,BRADESCO VOLTA RED,0
"BANCO BRADESCO S.A. - BRADESCO PA BAIRRO RETIRO - URB. VOLTA REDONDA, RJ",BRADESCO VOLTA RED,1
BANCO BRADESCO S.A. - BRADESCO AG. REALENGO EST UNIF,BRADESCO AG. REAL,0
"BANCO BRADESCO S.A. - BRADESCO AG. REALEZA, PR",BRADESCO AG. REAL,1
BANCO BRADESCO S.A. - BRADESCO AG BARRA DA TIJUCA EST UNIF,BRADESCO BARRA,0
BANCO BRADESCO S.A. - BRADESCO AG. BARRA WORLD,BRADESCO BARRA,1
BANCO BRADESCO S.A. - BRADESCO AG. CIDADE DE DEUS EST UNIF,BRADESCO AG. CIDADE,0
BANCO BRADESCO S.A. - BRADESCO AG ESTACIO,BRADESCO AG. CIDADE,1
"BANCO BRADESCO S.A. - BRADESCO PA CIDADE A. E. CARVALHO - URB. SAO PAULO, SP",BRADESCO SA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SA,1
C.VALE - COOPERATIVA AGROINDUSTRIAL - CVALE,COOPERATIVA VALE,0
C.VALE - COOPERATIVA AGROINDUSTRIAL - C.VALE COOPERATIVA AGROINDUSTRIAL,COOPERATIVA VALE,1
"BANCO BRADESCO S.A. - BRADESCO PAA BANDEIRA, MG",BCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO AG. MARECHAL DEODORO, AL",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG JUAZEIRO DO NORTE EST UNIF,BRADESCO AG UNIF,0
BANCO BRADESCO S.A. - BRADESCO AG ESTEIO EST UNIF,BRADESCO AG UNIF,1
"BANCO BRADESCO S.A. - BRADESCO PA - SHOPPING PIRACICABA URB., SP",BRADESCO S.A.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO S.A.,1
BANCO BRADESCO S.A. - BRADESCO AG. BAIRRO DA PAZ,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA ACAJUTIBA, BA",BRADESCO BA,0
"BANCO BRADESCO S.A. - BRADESCO AG. ANGICAL, BA",BRADESCO BA,1
BANCO BRADESCO S.A. - BRADESCO AG. PANAMBI EST UNIF,BRADESCO PANAMBI,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME PANAMBY,BRADESCO PANAMBI,1
"BANCO BRADESCO S.A. - BRADESCO PA PARQUE SANTA MONICA - URB. SAO CARLOS, SP",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA COMPRE FORT SUPERMERCADOS URB SAO JOSE, SC",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA PALMEIRA DO PIAUI, PI",BRADESCO PALM,0
BANCO BRADESCO S.A. - BRADESCO AG PALMITAL,BRADESCO PALM,1
"BANCO BRADESCO S.A. - BRADESCO PA ASSUNCAO DO PIAUI, PI",BCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA - MARA ROSA, GO",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA CACIMBA DE DENTRO, PB",BRADESCO CACIMBA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CACIMBA,1
"BANCO BRADESCO S.A. - BRADESCO PAA IGARAPE DO MEIO, MA",BRADESCO MA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO MA,1
EDIFICIO RESIDENCIAL OLIVA - EDIFICIO RESIDENCIAL OLIVA,OLIBA RESIDENSIAL EDIFICO,0
CONDOMINIO RESIDENCIAL ISRAEL - CONDOMINIO RESIDENCIAL ISRAEL,OLIBA RESIDENSIAL EDIFICO,1
BANCO BRADESCO S.A. - BRADESCO AG. ALTO ALEGRE DO PINDARE,BRADESCO ALEGRE,0
BANCO BRADESCO S.A. - BRADESCO AG PORTO ALEGRE DO NORTE,BRADESCO ALEGRE,1
BANCO BRADESCO S.A. - BRADESCO AG. BOTUCATU - CENTRO EST UNIF,BRADESCO SENTRO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SENTRO,1
"BANCO BRADESCO S.A. - BRADESCO AG. NOVO REPARTIMENTO, PA",BRADESCO AGENCIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AGENCIA,1
"BANCO BRADESCO S.A. - BRADESCO PA BOM JESUS DO TOCANTINS, PA",BRADESCO S.A.,0
